Date,TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches)
4/19/2013,72.0,51.0,0.23
4/20/2013,60.0,41.0,0.0
4/21/2013,52.0,38.0,0.0
4/22/2013,55.0,33.0,0.0
4/23/2013,62.0,43.0,0.02
4/24/2013,73.0,45.0,0.09
4/25/2013,64.0,42.0,0.0
4/26/2013,65.0,46.0,0.0
4/27/2013,68.0,48.0,0.0
4/28/2013,54.0,48.0,0.13
4/29/2013,60.0,49.0,0.36
4/30/2013,61.0,51.0,0.0
5/1/2013,69.0,49.0,0.0
5/2/2013,66.0,45.0,0.0
5/3/2013,65.0,45.0,0.0
5/4/2013,62.0,41.0,0.0
5/5/2013,60.0,40.0,0.0
5/6/2013,58.0,47.0,0.63
5/7/2013,65.0,51.0,0.98
5/8/2013,58.0,52.0,0.39
5/9/2013,75.0,53.0,0.0
5/10/2013,80.0,62.0,0.0
5/11/2013,75.0,62.0,0.01
5/12/2013,64.0,47.0,0.0
5/13/2013,58.0,43.0,0.0
5/14/2013,65.0,41.0,0.0
5/15/2013,84.0,50.0,0.0
5/16/2013,83.0,62.0,0.23
5/17/2013,78.0,62.0,0.0
5/18/2013,63.0,58.0,0.33
5/19/2013,64.0,58.0,0.09
5/20/2013,78.0,62.0,0.02
5/21/2013,81.0,63.0,0.0
5/22/2013,81.0,65.0,0.01
5/23/2013,75.0,60.0,0.61
5/24/2013,63.0,45.0,0.0
5/25/2013,66.0,38.0,0.0
5/26/2013,71.0,47.0,0.0
5/27/2013,66.0,52.0,0.0
5/28/2013,81.0,56.0,0.2
5/29/2013,84.0,66.0,0.0
5/30/2013,84.0,68.0,0.0
5/31/2013,84.0,67.0,0.0
6/1/2013,85.0,65.0,0.0
6/2/2013,76.0,66.0,0.04
6/4/2013,72.0,57.0,0.0
6/5/2013,75.0,61.0,0.0
6/6/2013,66.0,57.0,2.43
6/7/2013,67.0,62.0,0.79
6/8/2013,78.0,61.0,0.06
6/9/2013,78.0,62.0,0.83
6/10/2013,78.0,65.0,0.54
6/11/2013,80.0,65.0,0.0
6/12/2013,87.0,71.0,0.0
6/13/2013,84.0,63.0,0.13
6/14/2013,75.0,61.0,0.0
6/15/2013,79.0,62.0,0.0
6/16/2013,81.0,65.0,0.01
6/17/2013,82.0,62.0,0.5
6/18/2013,71.0,63.0,0.54
6/19/2013,73.0,61.0,0.0
6/20/2013,75.0,61.0,0.0
6/21/2013,78.0,61.0,0.0
6/22/2013,82.0,62.0,0.0
6/23/2013,83.0,66.0,0.0
6/24/2013,85.0,69.0,0.3
6/25/2013,86.0,71.0,0.0
6/26/2013,87.0,67.0,0.84
6/27/2013,80.0,66.0,0.0
6/28/2013,86.0,70.0,0.0
6/29/2013,82.0,69.0,0.0
6/30/2013,81.0,67.0,0.07
7/1/2013,79.0,67.0,0.13
7/2/2013,72.0,68.0,0.55
7/3/2013,81.0,68.0,2.14
7/4/2013,83.0,70.0,0.0
7/5/2013,83.0,69.0,0.05
7/6/2013,83.0,71.0,0.0
7/7/2013,84.0,69.0,0.57
7/8/2013,81.0,66.0,0.6
7/9/2013,82.0,71.0,0.0
7/10/2013,84.0,70.0,0.54
7/11/2013,80.0,68.0,0.48
7/12/2013,69.0,63.0,0.46
7/13/2013,78.0,65.0,0.12
7/14/2013,82.0,70.0,0.0
7/15/2013,87.0,72.0,0.0
7/16/2013,88.0,74.0,0.0
7/17/2013,87.0,76.0,0.0
7/18/2013,88.0,76.0,0.0
7/19/2013,88.0,78.0,0.0
7/20/2013,87.0,73.0,0.0
7/21/2013,85.0,69.0,0.02
7/22/2013,82.0,69.0,0.0
7/23/2013,84.0,71.0,0.0
7/24/2013,81.0,67.0,0.69
7/25/2013,75.0,61.0,0.0
7/26/2013,77.0,61.0,0.0
7/27/2013,75.0,66.0,0.09
7/28/2013,79.0,66.0,0.26
7/29/2013,77.0,61.0,0.0
7/30/2013,77.0,64.0,0.0
7/31/2013,74.0,65.0,0.12
8/1/2013,80.0,65.0,1.18
8/2/2013,81.0,64.0,0.0
8/3/2013,78.0,66.0,0.13
8/4/2013,78.0,63.0,0.0
8/5/2013,75.0,60.0,0.0
8/6/2013,74.0,63.0,0.01
8/7/2013,79.0,66.0,0.01
8/8/2013,77.0,69.0,0.01
8/9/2013,86.0,72.0,0.0
8/10/2013,78.0,68.0,1.48
8/11/2013,77.0,67.0,0.25
8/12/2013,83.0,68.0,0.0
8/13/2013,80.0,68.0,0.93
8/14/2013,72.0,58.0,0.0
8/15/2013,71.0,56.0,0.0
8/16/2013,71.0,57.0,0.0
8/17/2013,71.0,58.0,0.02
8/18/2013,64.0,57.0,1.83
8/19/2013,70.0,60.0,0.04
8/20/2013,79.0,66.0,0.0
8/21/2013,82.0,68.0,0.0
8/22/2013,82.0,67.0,0.0
8/23/2013,76.0,61.0,0.81
8/24/2013,77.0,60.0,0.0
8/25/2013,76.0,59.0,0.0
8/26/2013,80.0,65.0,0.0
8/27/2013,84.0,73.0,0.0
8/28/2013,76.0,69.0,0.26
8/29/2013,79.0,69.0,0.0
8/30/2013,80.0,67.0,0.0
8/31/2013,83.0,66.0,0.96
9/1/2013,82.0,66.0,0.0
9/2/2013,83.0,69.0,0.0
9/3/2013,80.0,66.0,0.0
9/4/2013,76.0,59.0,0.0
9/5/2013,80.0,60.0,0.0
9/6/2013,71.0,56.0,0.0
9/7/2013,75.0,59.0,0.0
9/8/2013,82.0,64.0,0.0
9/9/2013,72.0,62.0,0.0
9/10/2013,84.0,69.0,0.0
9/11/2013,86.0,74.0,0.0
9/12/2013,84.0,70.0,0.0
9/13/2013,75.0,56.0,0.0
9/14/2013,65.0,49.0,0.0
9/15/2013,72.0,53.0,0.0
9/16/2013,70.0,57.0,0.0
9/17/2013,65.0,51.0,0.0
9/18/2013,66.0,47.0,0.0
9/19/2013,71.0,53.0,0.0
9/20/2013,72.0,57.0,0.0
9/21/2013,67.0,59.0,0.38
9/22/2013,70.0,55.0,0.0
9/23/2013,65.0,48.0,0.0
9/24/2013,68.0,52.0,0.0
9/25/2013,69.0,54.0,0.0
9/26/2013,72.0,56.0,0.0
9/27/2013,69.0,55.0,0.0
9/28/2013,62.0,55.0,0.0
9/29/2013,69.0,53.0,0.0
9/30/2013,71.0,54.0,0.0
10/1/2013,78.0,61.0,0.0
10/2/2013,79.0,61.0,0.0
10/3/2013,78.0,64.0,0.0
10/4/2013,83.0,66.0,0.0
10/5/2013,84.0,67.0,0.0
10/6/2013,82.0,67.0,0.0
10/7/2013,69.0,52.0,1.1
10/8/2013,64.0,49.0,0.0
10/9/2013,55.0,49.0,0.38
10/10/2013,57.0,49.0,1.3
10/11/2013,61.0,54.0,0.23
10/12/2013,60.0,56.0,0.22
10/13/2013,58.0,55.0,0.45
10/14/2013,64.0,54.0,0.01
10/15/2013,67.0,51.0,0.0
10/16/2013,68.0,58.0,0.0
10/17/2013,69.0,57.0,0.02
10/18/2013,64.0,48.0,0.0
10/19/2013,58.0,49.0,0.0
10/20/2013,60.0,41.0,0.0
10/21/2013,64.0,45.0,0.0
10/22/2013,66.0,48.0,0.04
10/23/2013,55.0,39.0,0.27
10/24/2013,50.0,36.0,0.0
10/25/2013,52.0,34.0,0.0
10/26/2013,53.0,38.0,0.0
10/27/2013,60.0,45.0,0.0
10/28/2013,63.0,43.0,0.0
10/29/2013,63.0,47.0,0.0
10/30/2013,65.0,49.0,0.02
10/31/2013,66.0,54.0,0.0
11/1/2013,73.0,58.0,0.04
11/2/2013,65.0,46.0,0.0
11/3/2013,57.0,43.0,0.0
11/4/2013,44.0,30.0,0.0
11/5/2013,49.0,33.0,0.0
11/6/2013,65.0,45.0,0.0
11/7/2013,61.0,40.0,0.01
11/8/2013,51.0,37.0,0.0
11/9/2013,53.0,35.0,0.0
11/10/2013,64.0,39.0,0.0
11/11/2013,57.0,38.0,0.0
11/12/2013,56.0,27.0,0.0
11/13/2013,42.0,26.0,0.0
11/14/2013,58.0,36.0,0.0
11/15/2013,58.0,44.0,0.24
11/16/2013,51.0,43.0,0.14
11/17/2013,58.0,49.0,0.08
11/18/2013,64.0,45.0,0.06
11/19/2013,48.0,35.0,0.0
11/20/2013,44.0,31.0,0.0
11/21/2013,47.0,33.0,0.0
11/22/2013,64.0,45.0,0.0
11/23/2013,59.0,31.0,0.0
11/24/2013,31.0,19.0,0.0
11/25/2013,34.0,19.0,0.0
11/26/2013,40.0,29.0,2.12
11/27/2013,41.0,24.0,0.63
11/28/2013,37.0,23.0,0.0
11/29/2013,41.0,24.0,0.0
11/30/2013,38.0,25.0,0.0
12/1/2013,53.0,31.0,0.0
12/2/2013,49.0,41.0,0.0
12/3/2013,55.0,40.0,0.0
12/4/2013,57.0,43.0,0.0
12/5/2013,62.0,52.0,0.0
12/6/2013,65.0,38.0,1.02
12/7/2013,41.0,29.0,0.3
12/8/2013,30.0,25.0,0.57
12/9/2013,41.0,30.0,0.27
12/10/2013,36.0,30.0,0.46
12/11/2013,42.0,27.0,0.0
12/12/2013,36.0,26.0,0.0
12/13/2013,45.0,28.0,0.0
12/14/2013,43.0,29.0,0.46
12/15/2013,47.0,33.0,0.0
12/16/2013,41.0,29.0,0.0
12/17/2013,50.0,27.0,0.02
12/18/2013,41.0,31.0,0.0
12/19/2013,61.0,33.0,0.0
12/20/2013,58.0,44.0,0.0
12/21/2013,65.0,49.0,0.0
12/22/2013,67.0,57.0,0.15
12/23/2013,61.0,34.0,0.63
12/24/2013,40.0,20.0,0.0
12/25/2013,30.0,16.0,0.0
12/26/2013,47.0,22.0,0.0
12/27/2013,49.0,32.0,0.0
12/28/2013,56.0,43.0,0.0
12/29/2013,51.0,38.0,1.76
12/30/2013,47.0,32.0,0.0
12/31/2013,45.0,28.0,0.0
1/1/2014,48.0,29.0,0.0
1/2/2014,39.0,30.0,0.22
1/3/2014,31.0,15.0,0.0
1/4/2014,34.0,14.0,0.0
1/5/2014,42.0,30.0,0.57
1/6/2014,44.0,6.0,0.04
1/7/2014,18.0,1.0,0.0
1/8/2014,33.0,13.0,0.0
1/9/2014,40.0,23.0,0.0
1/10/2014,38.0,29.0,0.65
1/11/2014,54.0,35.0,0.82
1/12/2014,52.0,39.0,0.0
1/13/2014,55.0,36.0,0.02
1/14/2014,49.0,42.0,0.15
1/15/2014,54.0,31.0,0.03
1/16/2014,38.0,27.0,0.02
1/17/2014,47.0,28.0,0.0
1/18/2014,34.0,23.0,0.0
1/19/2014,46.0,24.0,0.0
1/20/2014,57.0,33.0,0.0
1/21/2014,36.0,17.0,0.2
1/22/2014,20.0,7.0,0.0
1/23/2014,25.0,8.0,0.0
1/24/2014,22.0,4.0,0.0
1/25/2014,31.0,15.0,0.0
1/26/2014,40.0,18.0,0.0
1/27/2014,54.0,21.0,0.0
1/28/2014,21.0,9.0,0.04
1/29/2014,24.0,7.0,0.02
1/30/2014,31.0,11.0,0.0
1/31/2014,52.0,21.0,0.0
2/1/2014,54.0,31.0,0.0
2/2/2014,65.0,47.0,0.0
2/3/2014,51.0,32.0,1.65
2/4/2014,34.0,29.0,0.07
2/5/2014,53.0,29.0,0.17
2/6/2014,38.0,26.0,0.0
2/7/2014,41.0,23.0,0.0
2/8/2014,32.0,25.0,0.0
2/9/2014,39.0,27.0,0.0
2/10/2014,36.0,22.0,0.0
2/11/2014,31.0,16.0,0.0
2/12/2014,22.0,14.0,0.31
2/15/2014,44.0,25.0,0.24
2/16/2014,39.0,24.0,0.0
2/17/2014,33.0,23.0,0.0
2/18/2014,56.0,27.0,0.0
2/19/2014,63.0,42.0,0.03
2/20/2014,51.0,41.0,0.0
2/21/2014,60.0,44.0,0.04
2/22/2014,62.0,41.0,0.0
2/23/2014,66.0,42.0,0.0
2/24/2014,50.0,32.0,0.0
2/25/2014,44.0,29.0,0.0
2/26/2014,41.0,23.0,0.01
2/27/2014,44.0,22.0,0.0
2/28/2014,31.0,9.0,0.0
3/1/2014,47.0,18.0,0.0
3/2/2014,62.0,36.0,0.19
3/3/2014,36.0,12.0,1.02
3/4/2014,26.0,11.0,0.0
3/5/2014,40.0,18.0,0.0
3/6/2014,32.0,22.0,0.0
3/7/2014,39.0,24.0,0.03
3/8/2014,64.0,32.0,0.0
3/9/2014,59.0,46.0,0.0
3/10/2014,64.0,39.0,0.0
3/11/2014,74.0,57.0,0.0
3/12/2014,68.0,31.0,0.03
3/13/2014,37.0,20.0,0.0
3/14/2014,58.0,27.0,0.0
3/15/2014,66.0,45.0,0.0
3/16/2014,54.0,26.0,0.7
3/17/2014,26.0,22.0,0.37
3/18/2014,35.0,24.0,0.02
3/19/2014,43.0,30.0,0.15
3/20/2014,60.0,40.0,0.0
3/21/2014,67.0,44.0,0.0
3/22/2014,70.0,42.0,0.0
3/23/2014,54.0,31.0,0.01
3/24/2014,42.0,22.0,0.0
3/25/2014,31.0,24.0,0.5
3/26/2014,36.0,20.0,0.0
3/27/2014,51.0,25.0,0.0
3/28/2014,63.0,44.0,0.02
3/29/2014,59.0,50.0,0.95
3/30/2014,51.0,35.0,0.24
3/31/2014,69.0,39.0,0.0
4/1/2014,69.0,47.0,0.0
4/2/2014,74.0,54.0,0.0
4/3/2014,66.0,50.0,0.04
4/4/2014,65.0,48.0,0.0
4/5/2014,63.0,41.0,0.0
4/6/2014,58.0,36.0,0.0
4/7/2014,46.0,35.0,0.98
4/8/2014,64.0,43.0,0.0
4/9/2014,65.0,46.0,0.0
4/10/2014,69.0,50.0,0.0
4/11/2014,78.0,57.0,0.0
4/12/2014,74.0,56.0,0.0
4/13/2014,79.0,55.0,0.0
4/14/2014,70.0,58.0,0.0
4/15/2014,63.0,32.0,2.23
4/16/2014,47.0,27.0,0.0
4/17/2014,55.0,32.0,0.0
4/18/2014,56.0,35.0,0.0
4/19/2014,62.0,43.0,0.0
4/20/2014,64.0,45.0,0.0
4/21/2014,70.0,40.0,0.0
4/22/2014,75.0,58.0,0.0
4/23/2014,63.0,45.0,0.0
4/24/2014,63.0,40.0,0.0
4/25/2014,60.0,47.0,0.69
4/26/2014,75.0,49.0,0.0
4/27/2014,71.0,49.0,0.0
4/28/2014,58.0,47.0,0.37
4/29/2014,49.0,45.0,1.57
4/30/2014,62.0,46.0,1.85
5/1/2014,74.0,57.0,0.0
5/2/2014,67.0,50.0,0.0
5/3/2014,71.0,51.0,0.0
5/4/2014,78.0,57.0,0.0
5/5/2014,61.0,46.0,0.07
5/6/2014,72.0,49.0,0.0
5/7/2014,74.0,57.0,0.0
5/8/2014,84.0,58.0,0.0
5/9/2014,83.0,61.0,0.06
5/10/2014,72.0,63.0,0.07
5/11/2014,78.0,60.0,0.0
5/12/2014,82.0,64.0,0.19
5/13/2014,87.0,66.0,0.0
5/14/2014,69.0,62.0,0.0
5/15/2014,74.0,62.0,3.29
5/16/2014,68.0,52.0,1.33
5/17/2014,65.0,45.0,0.0
5/18/2014,63.0,47.0,0.0
5/19/2014,67.0,49.0,0.0
5/20/2014,73.0,58.0,0.0
5/21/2014,80.0,66.0,0.0
5/22/2014,84.0,63.0,0.0
5/23/2014,78.0,59.0,0.0
5/24/2014,73.0,53.0,0.0
5/25/2014,76.0,59.0,0.0
5/26/2014,82.0,66.0,0.0
5/27/2014,83.0,70.0,0.0
5/28/2014,85.0,65.0,0.32
5/29/2014,70.0,57.0,0.28
5/30/2014,63.0,58.0,0.0
5/31/2014,74.0,59.0,0.0
6/1/2014,72.0,55.0,0.0
6/2/2014,77.0,57.0,0.0
6/3/2014,80.0,65.0,0.0
6/4/2014,83.0,65.0,0.41
6/5/2014,77.0,63.0,0.0
6/6/2014,78.0,60.0,0.0
6/7/2014,79.0,61.0,0.0
6/8/2014,78.0,63.0,0.0
6/9/2014,82.0,66.0,0.0
6/10/2014,86.0,68.0,0.0
6/11/2014,83.0,65.0,1.09
6/12/2014,79.0,64.0,0.1
6/13/2014,80.0,62.0,0.71
6/14/2014,78.0,60.0,0.0
6/15/2014,77.0,56.0,0.0
6/16/2014,87.0,69.0,0.0
6/17/2014,88.0,69.0,0.0
6/18/2014,90.0,76.0,0.0
6/19/2014,87.0,68.0,0.0
6/20/2014,80.0,65.0,0.15
6/21/2014,78.0,63.0,0.63
6/22/2014,74.0,61.0,0.03
6/24/2014,81.0,62.0,0.0
6/25/2014,83.0,66.0,0.0
6/26/2014,83.0,68.0,0.0
6/27/2014,84.0,67.0,0.0
6/28/2014,80.0,66.0,0.0
6/29/2014,79.0,66.0,0.0
6/30/2014,83.0,64.0,0.0
7/1/2014,89.0,69.0,0.0
7/2/2014,91.0,69.0,0.53
7/3/2014,83.0,68.0,0.26
7/4/2014,78.0,62.0,0.0
7/5/2014,76.0,57.0,0.0
7/6/2014,82.0,65.0,0.0
7/7/2014,86.0,69.0,0.0
7/8/2014,88.0,69.0,0.11
7/9/2014,83.0,70.0,0.0
7/10/2014,79.0,66.0,0.0
7/11/2014,83.0,64.0,0.0
7/12/2014,85.0,69.0,0.0
7/13/2014,87.0,70.0,0.0
7/14/2014,90.0,70.0,0.0
7/15/2014,85.0,70.0,0.03
7/16/2014,80.0,65.0,0.0
7/17/2014,79.0,61.0,0.0
7/18/2014,80.0,62.0,0.0
7/19/2014,79.0,62.0,0.01
7/20/2014,76.0,59.0,0.0
7/21/2014,79.0,67.0,0.0
7/22/2014,84.0,69.0,0.0
7/23/2014,92.0,73.0,0.0
7/24/2014,74.0,64.0,1.25
7/25/2014,79.0,62.0,0.0
7/26/2014,84.0,67.0,0.0
7/27/2014,80.0,67.0,0.06
7/28/2014,80.0,63.0,0.0
7/29/2014,74.0,57.0,0.0
7/30/2014,77.0,58.0,0.0
7/31/2014,82.0,65.0,0.0
8/1/2014,72.0,61.0,0.17
8/2/2014,70.0,60.0,0.01
8/3/2014,80.0,65.0,0.0
8/4/2014,82.0,63.0,0.0
8/5/2014,85.0,65.0,0.0
8/6/2014,83.0,65.0,0.0
8/7/2014,81.0,66.0,0.0
8/8/2014,78.0,65.0,0.0
8/9/2014,75.0,63.0,0.0
8/10/2014,80.0,62.0,0.0
8/11/2014,70.0,64.0,0.1
8/12/2014,75.0,65.0,1.15
8/13/2014,79.0,61.0,0.0
8/14/2014,78.0,60.0,0.0
8/15/2014,78.0,59.0,0.0
8/16/2014,79.0,58.0,0.0
8/17/2014,79.0,70.0,0.0
8/18/2014,74.0,68.0,0.01
8/19/2014,80.0,67.0,0.0
8/20/2014,82.0,67.0,0.76
8/21/2014,83.0,66.0,0.0
8/22/2014,78.0,69.0,0.01
8/23/2014,73.0,64.0,1.41
8/24/2014,73.0,63.0,0.04
8/25/2014,76.0,59.0,0.0
8/26/2014,79.0,61.0,0.0
8/27/2014,83.0,66.0,0.0
8/28/2014,85.0,67.0,0.0
8/29/2014,77.0,59.0,0.0
8/30/2014,81.0,66.0,0.0
8/31/2014,87.0,70.0,0.0
9/1/2014,87.0,70.0,0.27
9/2/2014,89.0,76.0,0.0
9/3/2014,82.0,69.0,0.06
9/4/2014,82.0,70.0,0.56
9/5/2014,85.0,68.0,0.0
9/6/2014,87.0,72.0,0.0
9/7/2014,74.0,63.0,0.0
9/8/2014,67.0,60.0,0.03
9/9/2014,71.0,60.0,0.0
9/10/2014,76.0,65.0,0.0
9/11/2014,85.0,65.0,0.0
9/12/2014,74.0,62.0,0.0
9/13/2014,71.0,59.0,0.1
9/14/2014,64.0,53.0,0.0
9/15/2014,72.0,54.0,0.0
9/16/2014,77.0,60.0,0.0
9/17/2014,71.0,56.0,0.0
9/18/2014,70.0,59.0,0.0
9/19/2014,67.0,59.0,0.0
9/20/2014,77.0,60.0,0.0
9/21/2014,84.0,59.0,0.0
9/22/2014,73.0,54.0,0.0
9/23/2014,64.0,47.0,0.0
9/24/2014,60.0,51.0,0.74
9/25/2014,68.0,58.0,0.07
9/26/2014,74.0,58.0,0.0
9/27/2014,75.0,56.0,0.0
9/28/2014,75.0,60.0,0.0
9/29/2014,68.0,61.0,0.06
9/30/2014,66.0,60.0,0.0
10/1/2014,71.0,60.0,0.35
10/2/2014,73.0,60.0,0.03
10/3/2014,69.0,59.0,0.41
10/4/2014,65.0,46.0,0.0
10/5/2014,60.0,44.0,0.0
10/6/2014,69.0,43.0,0.0
10/7/2014,67.0,53.0,1.13
10/8/2014,73.0,58.0,0.0
10/9/2014,71.0,56.0,0.0
10/10/2014,67.0,53.0,0.09
10/11/2014,54.0,51.0,0.09
10/12/2014,53.0,49.0,0.11
10/13/2014,61.0,51.0,0.09
10/14/2014,71.0,60.0,0.18
10/15/2014,68.0,56.0,1.93
10/16/2014,63.0,52.0,0.0
10/17/2014,69.0,52.0,0.0
10/18/2014,66.0,47.0,0.0
10/19/2014,61.0,45.0,0.0
10/20/2014,64.0,42.0,0.0
10/21/2014,65.0,48.0,0.03
10/22/2014,58.0,47.0,0.06
10/23/2014,63.0,46.0,0.0
10/24/2014,67.0,48.0,0.0
10/25/2014,70.0,50.0,0.0
10/26/2014,70.0,53.0,0.0
10/27/2014,71.0,52.0,0.0
10/28/2014,80.0,56.0,0.0
10/29/2014,69.0,49.0,0.0
10/30/2014,57.0,44.0,0.0
10/31/2014,53.0,42.0,0.0
11/1/2014,47.0,40.0,0.02
11/2/2014,48.0,35.0,0.0
11/3/2014,62.0,38.0,0.0
11/4/2014,69.0,57.0,0.0
11/5/2014,66.0,54.0,0.0
11/6/2014,66.0,46.0,0.13
11/7/2014,56.0,34.0,0.0
11/8/2014,49.0,32.0,0.0
11/9/2014,58.0,45.0,0.0
11/10/2014,62.0,43.0,0.0
11/11/2014,68.0,44.0,0.0
11/12/2014,68.0,41.0,0.0
11/13/2014,42.0,34.0,0.02
11/14/2014,39.0,24.0,0.0
11/15/2014,41.0,23.0,0.0
11/16/2014,43.0,30.0,0.0
11/17/2014,47.0,32.0,0.63
11/18/2014,33.0,20.0,0.0
11/19/2014,34.0,18.0,0.0
11/20/2014,52.0,29.0,0.0
11/21/2014,38.0,25.0,0.0
11/22/2014,48.0,26.0,0.0
11/23/2014,53.0,39.0,0.77
11/24/2014,68.0,48.0,0.03
11/25/2014,62.0,47.0,0.0
11/26/2014,49.0,31.0,1.23
11/27/2014,43.0,31.0,0.0
11/28/2014,37.0,27.0,0.0
11/29/2014,41.0,26.0,0.0
11/30/2014,64.0,37.0,0.0
12/1/2014,72.0,40.0,0.05
12/2/2014,40.0,32.0,0.57
12/3/2014,54.0,34.0,0.01
12/4/2014,44.0,34.0,0.05
12/5/2014,41.0,34.0,0.03
12/6/2014,49.0,40.0,0.46
12/7/2014,44.0,32.0,0.0
12/8/2014,36.0,29.0,0.39
12/9/2014,44.0,31.0,0.12
12/10/2014,47.0,31.0,0.0
12/11/2014,45.0,26.0,0.0
12/12/2014,51.0,33.0,0.0
12/13/2014,54.0,35.0,0.0
12/14/2014,58.0,36.0,0.0
12/15/2014,53.0,40.0,0.0
12/16/2014,49.0,36.0,0.22
12/17/2014,53.0,35.0,0.0
12/18/2014,39.0,29.0,0.0
12/19/2014,43.0,29.0,0.0
12/20/2014,35.0,27.0,0.0
12/21/2014,41.0,29.0,0.0
12/22/2014,34.0,29.0,0.23
12/23/2014,41.0,32.0,0.39
12/24/2014,55.0,40.0,0.47
12/25/2014,55.0,38.0,0.0
12/26/2014,51.0,38.0,0.0
12/27/2014,60.0,42.0,0.0
12/28/2014,57.0,44.0,0.02
12/29/2014,46.0,34.0,0.19
12/30/2014,39.0,31.0,0.0
12/31/2014,37.0,27.0,0.0
1/1/2015,45.0,23.0,0.0
1/2/2015,46.0,36.0,0.0
1/3/2015,40.0,32.0,0.26
1/4/2015,58.0,38.0,0.07
1/5/2015,44.0,27.0,0.0
1/6/2015,39.0,24.0,0.0
1/7/2015,28.0,9.0,0.0
1/8/2015,22.0,5.0,0.0
1/9/2015,39.0,17.0,0.0
1/10/2015,29.0,15.0,0.0
1/11/2015,40.0,21.0,0.0
1/12/2015,50.0,31.0,0.46
1/13/2015,38.0,23.0,0.0
1/14/2015,29.0,19.0,0.04
1/15/2015,38.0,26.0,0.0
1/16/2015,48.0,32.0,0.0
1/17/2015,40.0,25.0,0.0
1/18/2015,53.0,32.0,0.0
1/19/2015,52.0,36.0,0.0
1/20/2015,54.0,33.0,0.0
1/21/2015,40.0,32.0,0.0
1/22/2015,49.0,33.0,0.0
1/23/2015,35.0,30.0,0.83
1/24/2015,43.0,31.0,0.13
1/25/2015,47.0,34.0,0.0
1/26/2015,42.0,28.0,0.25
1/27/2015,34.0,25.0,0.0
1/28/2015,40.0,21.0,0.0
1/29/2015,38.0,27.0,0.0
1/30/2015,44.0,20.0,0.0
1/31/2015,39.0,18.0,0.0
2/1/2015,41.0,28.0,0.04
2/2/2015,49.0,21.0,0.06
2/3/2015,37.0,20.0,0.0
2/4/2015,54.0,26.0,0.0
2/5/2015,47.0,16.0,0.0
2/6/2015,38.0,14.0,0.0
2/7/2015,54.0,35.0,0.0
2/8/2015,68.0,40.0,0.0
2/9/2015,60.0,33.0,0.01
2/10/2015,43.0,29.0,0.01
2/11/2015,45.0,26.0,0.0
2/12/2015,44.0,19.0,0.0
2/13/2015,29.0,11.0,0.0
2/14/2015,44.0,13.0,0.02
2/15/2015,23.0,6.0,0.0
2/16/2015,17.0,8.0,0.48
2/17/2015,29.0,10.0,0.17
2/18/2015,31.0,12.0,0.0
2/19/2015,13.0,2.0,0.0
2/20/2015,17.0,-1.0,0.0
2/21/2015,33.0,9.0,0.96
2/22/2015,45.0,29.0,0.0
2/23/2015,40.0,16.0,0.0
2/24/2015,24.0,8.0,0.0
2/25/2015,38.0,23.0,0.0
2/26/2015,33.0,25.0,0.17
2/27/2015,36.0,21.0,0.0
2/28/2015,28.0,14.0,0.0
3/1/2015,33.0,22.0,0.04
3/2/2015,49.0,30.0,0.0
3/3/2015,34.0,26.0,0.0
3/4/2015,53.0,34.0,0.23
3/5/2015,48.0,18.0,1.37
3/6/2015,25.0,8.0,0.0
3/7/2015,49.0,22.0,0.0
3/8/2015,62.0,41.0,0.0
3/9/2015,66.0,50.0,0.0
3/10/2015,64.0,43.0,0.15
3/11/2015,64.0,49.0,0.03
3/12/2015,60.0,41.0,0.0
3/13/2015,56.0,38.0,0.12
3/14/2015,61.0,38.0,0.24
3/15/2015,66.0,44.0,0.0
3/16/2015,79.0,48.0,0.0
3/17/2015,69.0,40.0,0.0
3/18/2015,54.0,31.0,0.0
3/19/2015,49.0,37.0,0.07
3/20/2015,39.0,34.0,0.62
3/21/2015,63.0,33.0,0.0
3/22/2015,60.0,42.0,0.0
3/23/2015,48.0,34.0,0.0
3/24/2015,53.0,33.0,0.0
3/25/2015,51.0,35.0,0.0
3/26/2015,71.0,45.0,0.79
3/27/2015,49.0,36.0,0.83
3/28/2015,40.0,24.0,0.0
3/29/2015,46.0,22.0,0.0
3/30/2015,63.0,39.0,0.0
3/31/2015,71.0,48.0,0.0
4/1/2015,61.0,35.0,0.0
4/2/2015,70.0,39.0,0.0
4/3/2015,71.0,56.0,0.19
4/4/2015,62.0,44.0,0.0
4/5/2015,63.0,43.0,0.0
4/6/2015,72.0,50.0,0.0
4/7/2015,68.0,56.0,0.01
4/8/2015,64.0,47.0,0.19
4/9/2015,51.0,45.0,0.35
4/10/2015,73.0,45.0,0.11
4/11/2015,68.0,52.0,0.0
4/12/2015,67.0,47.0,0.0
4/13/2015,76.0,51.0,0.0
4/14/2015,64.0,46.0,1.2
4/15/2015,61.0,48.0,0.0
4/16/2015,64.0,50.0,0.04
4/17/2015,77.0,53.0,0.09
4/18/2015,76.0,60.0,0.0
4/19/2015,66.0,52.0,1.61
4/20/2015,76.0,52.0,0.72
4/21/2015,64.0,50.0,0.0
4/22/2015,68.0,46.0,0.0
4/23/2015,60.0,40.0,0.0
4/24/2015,63.0,39.0,0.0
4/25/2015,53.0,37.0,0.37
4/26/2015,58.0,37.0,0.15
